ID,Collection date
OR638865,2018
OR638866,2018
OR638867,2018
OR638868,2018
OR638869,2018
OR638870,2018
OR638871,2018
OR638872,2018
OR638873,2018
OR638874,2018
OR638875,2018
OR638876,2018
OR638877,2018
OR638878,2018
OR638879,2018
OR638880,2018
OR638881,2018
OR638882,2018
OR638883,2018
OR638884,2018
OR638885,2018
OR638886,2018
OR638887,2018
OR638888,2018
OR638889,2018
OR638890,2018
OR638891,2018
OR638892,2018
OR638893,2018
OR638894,2018
OR638895,2018
OR638896,2018
OR638897,2018
OR638898,2018
OR638899,2018
OR638900,2018
OR638901,2018
OR638902,2018
OR638903,2018
OR638904,2018
OR638905,2018
OR638906,2018
OR638907,2018
OR638908,2018
OR638909,2018
OR638910,2018
OR638911,2018
OR638912,2018
OR638913,2018
OR638914,2018
OR638915,2018
OR638916,2018
OR638917,2018
OR638918,2018
OR638919,2018
OR638920,2018
OR638921,2018
OR638922,2018
OR638923,2018
OR638924,2018
OR638925,2018
OR638926,2018
OR638927,2018
OR638928,2018
OR638929,2018
OR638930,2018
OR638931,2018
OR638932,2018
OR638933,2018
OR638934,2018
OR638935,2018
OR638936,2018
OR638937,2018
OR638938,2018
OR638939,2018
OR638940,2018
OR638941,2018
OR638942,2018
OR638943,2018
OR638944,2018
OR638945,2018
OR638946,2018
OR638947,2018
OR638948,2018
OR638949,2018
OR638950,2018
OR638951,2018
OR638952,2018
OR638953,2018
OR638954,2018
OR638955,2018
OR638956,2018
OR638957,2018
OR638958,2018
OR638959,2018
OR638960,2018
OR638961,2018
OR638962,2018
OR638963,2018
OR638964,2018
OR638965,2018
OR638966,2018
OR638967,2018
OR638968,2018
OR638969,2018
OR638970,2018
OR638971,2018
OR638972,2018
OR638973,2018
OR638974,2018
OR638975,2018
OR638976,2018
OR638977,2018
OR638978,2018
OR638979,2018
OR638980,2018
OR638981,2018
OR638982,2018
OR638983,2018
OR638984,2018
OR638985,2018
OR638986,2018
OR638987,2018
