ID,Organism,Strain,Molecule product,DB xref,location
MT551871.1,Feline coronavirus,N/A,N/A,taxon:12663,N/A
MW815658.1,Feline coronavirus,FCoV/LS0612,N/A,taxon:12663,China
X80799.1,Feline coronavirus,79-1683,N/A,taxon:12663,N/A
OQ594067.1,Feline coronavirus,N/A,N/A,taxon:12663,China:Beijing
MW225964.1,Feline infectious peritonitis virus,N/A,N/A,taxon:11135,Italy
OQ196067.1,Feline coronavirus,N/A,N/A,taxon:12663,China
OQ594156.1,Feline coronavirus,N/A,N/A,taxon:12663,China:Beijing
OR141622.1,Feline coronavirus,N/A,N/A,taxon:12663,Taiwan
AY156724.1,Feline coronavirus,N/A,N/A,taxon:12663,N/A
MT551859.1,Feline coronavirus,N/A,N/A,taxon:12663,N/A
ON595869.1,Feline coronavirus,N/A,N/A,taxon:12663,Australia
OQ407519.1,Feline coronavirus,N/A,N/A,taxon:12663,China
MW858286.1,Feline coronavirus,JL/202012/001,N/A,taxon:12663,China
