ID,Collection date
KJ396756,2013-11
KJ396757,2013-11
KJ396758,2013-11
KJ396759,2013-11
KJ396760,2013-11
KJ396761,2013-11
KJ396762,2013-11
KJ396763,2013-11
KJ396764,2013-11
KJ396765,2013-11
KJ396766,2013-11
KJ396767,2013-11
KJ396768,2013-11
KJ396769,2013-11
KJ396770,2013-11
KJ396771,2013-11
KJ477102,2013
KJ156866,2013-05-02
KJ156869,2013-07-17
KJ156874,2013-08-28
KJ156881,2013-06-12
KJ156910,2013-08-05
KJ156934,2013-08-15
KJ156944,2013-07-02
KJ156949,2013-06-12
KJ156952,2013-03-01
KJ156916,2013-09-11
KJ156942,2013-07-17
KJ156872,2013-06-18
KJ156873,2013-08-13
KJ156876,2013-06-12
KJ156901,2013-08-08
